Drawcycle,Update Data,Cleanup,Update Ambient,Get Updates,Analyze,Write Summary,Plotting,Histograms,Plumes
1571788462.500081,0.0011029243469238281,0.0005390644073486328,0.0008459091186523438,0.13806915283203125,5.2928924560546875e-05,0.00015807151794433594,0.0032999515533447266,2.09808349609375e-05,9.5367431640625e-07
1571788462.900106,0.0008220672607421875,0.00047206878662109375,0.0006308555603027344,0.13016200065612793,4.315376281738281e-05,0.0002918243408203125,0.0028350353240966797,9.059906005859375e-06,0.0
1571788463.299999,0.0007810592651367188,0.0004649162292480469,0.0009450912475585938,0.12894487380981445,5.507469177246094e-05,0.0001609325408935547,0.0026929378509521484,8.106231689453125e-06,9.5367431640625e-07
1571788463.700708,0.0007159709930419922,0.0003921985626220703,0.0005109310150146484,0.13707304000854492,6.29425048828125e-05,0.00020194053649902344,0.0032269954681396484,1.0013580322265625e-05,9.5367431640625e-07
1571788464.100681,0.0005788803100585938,0.0003390312194824219,0.0005180835723876953,0.19564485549926758,5.698204040527344e-05,0.0003750324249267578,0.0030059814453125,1.2159347534179688e-05,9.5367431640625e-07
1571788464.700438,0.0007660388946533203,0.00039005279541015625,0.0005619525909423828,0.15575003623962402,5.698204040527344e-05,0.00019884109497070312,0.002891063690185547,1.1920928955078125e-05,0.0
1571788465.099688,0.0006990432739257812,0.00036787986755371094,0.0005679130554199219,0.15043020248413086,0.00015401840209960938,0.0004968643188476562,0.0030961036682128906,8.821487426757812e-06,0.0
1571788465.499508,0.0005800724029541016,0.00039196014404296875,0.0005500316619873047,0.12753891944885254,5.91278076171875e-05,0.00017309188842773438,0.0033338069915771484,1.3113021850585938e-05,0.0
1571788465.899532,0.0007169246673583984,0.0003910064697265625,0.0005578994750976562,0.12444806098937988,5.698204040527344e-05,0.0003571510314941406,0.0049707889556884766,1.1205673217773438e-05,9.5367431640625e-07
1571788466.300213,0.0009119510650634766,0.0004470348358154297,0.0005979537963867188,0.1334679126739502,7.200241088867188e-05,0.0001709461212158203,0.0028421878814697266,1.0013580322265625e-05,0.0
1571788466.700313,0.0011508464813232422,0.0008511543273925781,0.0014309883117675781,0.1446540355682373,0.0001239776611328125,0.0002880096435546875,0.0028998851776123047,9.059906005859375e-06,9.5367431640625e-07
1571788467.100249,0.0006358623504638672,0.00041604042053222656,0.0007500648498535156,0.1403789520263672,4.792213439941406e-05,0.0002951622009277344,0.0028259754180908203,7.867813110351562e-06,1.1920928955078125e-06
1571788467.499656,0.001416921615600586,0.0007951259613037109,0.0010988712310791016,0.13344907760620117,6.103515625e-05,0.0001709461212158203,0.002527952194213867,7.152557373046875e-06,9.5367431640625e-07
1571788467.900015,0.0008068084716796875,0.0004279613494873047,0.0006132125854492188,0.1171119213104248,6.008148193359375e-05,0.0003600120544433594,0.003345966339111328,1.1920928955078125e-05,0.0
1571788468.299515,0.0006129741668701172,0.00043201446533203125,0.0006840229034423828,0.13482189178466797,6.198883056640625e-05,0.0001780986785888672,0.002608060836791992,7.867813110351562e-06,0.0
1571788468.699226,0.0010471343994140625,0.0008749961853027344,0.0014159679412841797,0.14534997940063477,7.104873657226562e-05,0.00022101402282714844,0.0030219554901123047,1.1920928955078125e-05,0.0
1571788469.099133,0.000537872314453125,0.000431060791015625,0.0006661415100097656,0.13774800300598145,5.698204040527344e-05,0.00035881996154785156,0.0032532215118408203,1.0967254638671875e-05,9.5367431640625e-07
1571788469.499983,0.0006368160247802734,0.0004100799560546875,0.0007219314575195312,0.13003802299499512,7.200241088867188e-05,0.0003390312194824219,0.003011941909790039,1.1205673217773438e-05,9.5367431640625e-07
1571788469.899934,0.0012829303741455078,0.0012860298156738281,0.0013420581817626953,0.13373994827270508,0.00014495849609375,0.00038909912109375,0.0026369094848632812,8.106231689453125e-06,0.0
1571788470.2991,0.0008351802825927734,0.0005118846893310547,0.0008530616760253906,0.14642000198364258,6.389617919921875e-05,0.00017714500427246094,0.0032830238342285156,1.3828277587890625e-05,0.0
1571788470.699025,0.0006661415100097656,0.0009980201721191406,0.001180887222290039,0.16957807540893555,7.200241088867188e-05,0.00023102760314941406,0.003473043441772461,1.1920928955078125e-05,0.0
1571788471.299277,0.0007059574127197266,0.0004730224609375,0.0006690025329589844,0.13473892211914062,5.2928924560546875e-05,0.0003120899200439453,0.0037360191345214844,1.5020370483398438e-05,0.0
1571788471.698775,0.0004949569702148438,0.0004661083221435547,0.0006809234619140625,0.1498410701751709,6.985664367675781e-05,0.0002200603485107422,0.003145933151245117,1.1920928955078125e-05,1.1920928955078125e-06
1571788472.099707,0.0007901191711425781,0.0006699562072753906,0.0009379386901855469,0.1334819793701172,0.00011801719665527344,0.0005030632019042969,0.0046520233154296875,1.5020370483398438e-05,0.0
1571788472.499676,0.0010230541229248047,0.0008349418640136719,0.0012431144714355469,0.13471293449401855,0.00013899803161621094,0.000431060791015625,0.0029888153076171875,9.059906005859375e-06,0.0
